IMDB_ID,Genre
114241,Fantasy
114323,Thriller
114345,Drama
114345,Romance
114435,Documentary
114436,Drama
114478,Comedy
114478,Drama
114496,Comedy
114496,Drama
114496,Romance
114508,Horror
114508,Sci-Fi
114534,Drama
114558,Action
114558,Crime
114558,Drama
114558,Mystery
114558,Sci-Fi
114558,Thriller
58450,Drama
58450,Musical
58450,Romance
114666,Thriller
114663,Drama
114663,Fantasy
114702,Drama
114702,Romance
114682,Comedy
114781,Action
114798,Comedy
114798,Drama
114805,Documentary
114887,Drama
114887,Romance
114898,Action
114898,Adventure
114898,Sci-Fi
114928,Drama
114938,Western
109340,Drama
112602,Adventure
112602,Comedy
112602,Crime
112602,Mystery
111579,Drama
110882,Drama
110882,War
112471,Drama
112471,Romance
112508,Comedy
112438,Drama
112438,Thriller
112571,Comedy
112571,Drama
112757,Drama
112643,Horror
112679,Drama
112679,Romance
109445,Comedy
112883,Comedy
112883,Drama
112883,Romance
109635,Drama
109635,Thriller
112899,Thriller
109676,Action
109676,Thriller
112854,Comedy
109579,Drama
109579,Thriller
109642,Drama
109642,Thriller
109686,Adventure
109686,Comedy
111797,Comedy
111797,Drama
111797,Romance
109759,Drama
109758,Comedy
109707,Comedy
109707,Drama
113117,Action
113117,Comedy
113117,Romance
113097,Comedy
113097,Romance
113028,Adventure
113028,Children
113198,Animation
113198,Children
113198,Comedy
113198,Romance
113303,Thriller
113089,Children
113089,Drama
109771,Drama
109771,Musical
113199,Children
113199,Comedy
113199,Fantasy
113234,Animation
113234,Children
109906,Crime
109906,Drama
110057,Documentary
110005,Crime
110005,Drama
110066,Comedy
110116,Drama
110116,Romance
110006,Children
110006,Comedy
113360,Action
110099,Comedy
110099,Romance
110148,Drama
110148,Horror
113463,Drama
110189,Comedy
110216,Comedy
110216,Sci-Fi
113501,Mystery
113501,Thriller
113538,Adventure
113538,Children
113538,Comedy
113538,Fantasy
113538,Romance
113552,Crime
113552,Drama
113552,Thriller
76759,Action
76759,Adventure
76759,Sci-Fi
110367,Drama
113670,Children
113670,Drama
110296,Drama
109731,Drama
103994,Drama
103994,Fantasy
103994,Romance
110322,Drama
110322,Romance
110322,War
110322,Western
110443,Comedy
110365,Crime
110365,Drama
107566,Drama
110391,Drama
110391,Romance
113691,Drama
110428,Comedy
110428,Drama
109836,Drama
109836,Horror
109836,Sci-Fi
113755,Comedy
110538,Comedy
110516,Comedy
110516,Romance
110527,Drama
113808,Comedy
113896,Drama
113870,Drama
113870,Thriller
110684,Comedy
110684,Drama
110684,Romance
110638,Drama
113967,Crime
113967,Drama
117169,Action
117169,Crime
106402,Drama
106402,Horror
113948,Action
113948,Sci-Fi
113948,Thriller
110671,Comedy
110671,Romance
110632,Action
110632,Crime
110632,Thriller
110737,Comedy
110737,Romance
110729,Crime
110729,Drama
114151,Drama
114151,Thriller
114069,Action
114069,Drama
114069,Sci-Fi
114069,Thriller
110413,Action
110413,Crime
110413,Drama
110413,Thriller
114113,Comedy
114113,Romance
114210,Comedy
114210,Romance
110912,Comedy
110912,Crime
110912,Drama
110912,Thriller
114084,Drama
105652,Drama
110889,Drama
110932,Drama
114129,Drama
114129,Romance
110963,Drama
110963,Romance
114214,Action
114214,Thriller
114214,Western
114296,Comedy
114296,Drama
110907,Comedy
111495,Drama
108394,Drama
111507,Comedy
111507,Drama
110769,Drama
114268,Comedy
110965,Horror
110965,Thriller
114571,Comedy
111333,Animation
111333,Children
111112,Children
111112,Drama
111112,Fantasy
111112,Mystery
111255,Action
111255,Drama
111255,Thriller
111282,Action
111282,Adventure
111282,Sci-Fi
111070,Comedy
111070,Drama
111070,Fantasy
111161,Crime
111161,Drama
111149,Comedy
111149,Drama
111149,Thriller
108260,Film-Noir
108260,Thriller
106966,Drama
114594,Comedy
114594,Drama
111309,Comedy
111309,Drama
113936,Comedy
110081,Drama
114614,Action
114614,Comedy
114614,Sci-Fi
114608,Horror
114608,Thriller
111280,Adventure
111280,Drama
111280,Sci-Fi
114609,Action
114609,Crime
114609,Horror
111454,Drama
114852,Horror
114852,Sci-Fi
114694,Comedy
111590,Drama
114788,Mystery
114788,Thriller
114888,Drama
114888,War
108550,Drama
114857,Action
114857,Sci-Fi
114857,Thriller
114924,Comedy
114924,Romance
111667,Adventure
111667,Drama
111667,War
109655,Drama
110598,Comedy
112435,Children
109040,Comedy
109045,Comedy
109045,Drama
106339,Drama
106339,Musical
104779,Drama
104779,Film-Noir
104779,Romance
109348,Comedy
109444,Action
109444,Crime
109444,Drama
109444,Thriller
109446,Drama
109446,Mystery
109446,Thriller
109484,Comedy
109484,Drama
109484,Romance
109504,Comedy
109504,Drama
109506,Action
109506,Crime
109506,Fantasy
109506,Thriller
109450,Drama
109813,Children
109813,Comedy
109813,Fantasy
109830,Comedy
109830,Drama
109830,Romance
109830,War
109831,Comedy
109831,Romance
113305,Drama
110091,Comedy
110091,Drama
110091,Romance
110093,Action
110093,Comedy
110167,Comedy
110167,Drama
110167,Romance
110213,Adventure
110213,Children
110213,Romance
107472,Documentary
110357,Adventure
110357,Animation
110357,Children
110357,Drama
110357,Musical
110357,IMAX
107426,Drama
111686,Drama
111686,Horror
111686,Mystery
111686,Thriller
110475,Action
110475,Comedy
110475,Crime
110475,Fantasy
110478,Adventure
110478,Comedy
110478,Western
110588,Drama
110622,Action
110622,Comedy
110771,Comedy
110771,Drama
110950,Comedy
110950,Drama
110950,Romance
105226,Thriller
110989,Children
110989,Comedy
111054,Drama
110997,Action
110997,Thriller
111257,Action
111257,Romance
111257,Thriller
111256,Comedy
111256,Romance
111438,Action
111438,Sci-Fi
111438,Thriller
111503,Action
111503,Adventure
111503,Comedy
111503,Romance
111503,Thriller
111693,Drama
111693,Romance
111742,Drama
111742,Horror
111742,Romance
111742,Thriller
111756,Western
112443,Action
112443,Crime
112443,Drama
110455,Drama
111048,Drama
110399,Action
110399,Comedy
112570,Drama
109454,Drama
109454,Romance
109454,War
59170,Action
59170,Crime
59170,Drama
110186,Crime
110186,Drama
108069,Adventure
108069,Animation
111301,Action
111301,Adventure
111301,Fantasy
112702,Comedy
112849,Drama
112849,Fantasy
112849,Romance
113014,Drama
113043,Horror
113104,Documentary
113173,Drama
113319,Drama
113827,Action
113827,Thriller
114047,Comedy
112889,Comedy
112889,Crime
112889,Drama
109339,Documentary
110027,Action
110027,Fantasy
109785,Drama
113409,Horror
113409,Thriller
109021,Drama
109035,Crime
109035,Drama
106220,Children
106220,Comedy
106220,Fantasy
111804,Comedy
111804,Documentary
106226,Drama
109068,Comedy
109067,Comedy
106292,Comedy
106292,Thriller
109198,Western
109219,Comedy
109219,Romance
106379,Drama
106400,Comedy
109254,Action
109254,Comedy
109254,Crime
109254,Thriller
109279,Adventure
109279,Children
109279,Drama
109297,Thriller
109303,Action
109303,Thriller
109305,Drama
109306,Drama
109306,Romance
106452,Horror
106452,Sci-Fi
106452,Thriller
106471,Drama
106471,Mystery
106471,Romance
106471,Thriller
106489,Drama
109361,Comedy
106505,Comedy
106505,Drama
106519,Crime
106519,Drama
109439,Adventure
109439,Comedy
109439,Western
109443,Comedy
106582,Action
106582,Adventure
106582,Thriller
106598,Comedy
106598,Sci-Fi
109456,Drama
109456,Thriller
109480,Comedy
109493,Action
109493,Comedy
109493,Drama
106660,Drama
106673,Comedy
106673,Romance
106677,Comedy
106697,Action
106697,Adventure
106697,Sci-Fi
109729,Adventure
109729,Documentary
106834,Comedy
106834,Romance
106873,Comedy
106332,Drama
106332,Romance
109783,Comedy
109783,Romance
106881,Drama
106880,Comedy
111732,Comedy
111732,Drama
106926,Drama
106926,Mystery
106926,Romance
111712,Drama
106941,Comedy
106941,Romance
106918,Drama
106918,Thriller
106965,Adventure
106965,Children
106965,Drama
109842,Crime
109842,Drama
109842,Thriller
106977,Thriller
107004,Drama
107004,Western
109890,Action
109890,Adventure
109890,Crime
109890,Drama
109890,Romance
109890,Thriller
109891,Comedy
109913,Drama
109913,Romance
109920,Action
109920,Adventure
107057,Crime
107057,Drama
107057,Thriller
107076,Action
107076,Adventure
107076,Crime
107076,Thriller
107096,Action
107096,Drama
107096,War
107144,Action
107144,Comedy
107144,War
113674,Comedy
112966,Comedy
112966,Romance
107151,Drama
107151,Romance
110064,Comedy
110074,Comedy
110097,Comedy
110097,Drama
110123,Comedy
110123,War
107206,Action
107206,Thriller
107207,Drama
110137,Comedy
110137,Drama
108551,Drama
108551,Musical
110197,Comedy
110197,Crime
110197,Drama
107286,Action
107286,Crime
107286,Thriller
107290,Action
107290,Adventure
107290,Sci-Fi
107290,Thriller
107302,Drama
107302,Thriller
110265,Crime
110265,Drama
110265,Thriller
107322,Drama
110305,Adventure
110305,Children
107362,Action
107362,Adventure
107362,Comedy
107362,Fantasy
107413,Comedy
110353,Comedy
110353,Western
107468,Drama
107468,Romance
107478,Comedy
107497,Thriller
107501,Drama
107507,Comedy
107507,Mystery
107554,Action
107554,Crime
107554,Drama
116253,Action
116253,Adventure
116253,Thriller
74102,Drama
111689,Comedy
111689,Drama
111689,Romance
111689,Thriller
107616,Comedy
107616,Romance
107611,Drama
107611,Romance
107613,Comedy
107613,Romance
107614,Comedy
107614,Drama
107653,Drama
110657,Action
110657,Children
110657,Romance
110649,Drama
110678,Action
110678,Drama
110678,Sci-Fi
110687,Comedy
107756,Drama
107756,Fantasy
107756,Romance
107808,Crime
107808,Drama
107808,Thriller
107818,Drama
107822,Drama
107822,Romance
107840,Drama
107889,Action
107889,Drama
111003,Horror
111003,Sci-Fi
110939,Comedy
110939,Mystery
110939,Romance
110955,Comedy
107943,Drama
107943,Romance
110971,Comedy
110971,Drama
107969,Action
107969,Drama
107969,Mystery
111001,Comedy
107978,Action
107978,Crime
107978,Drama
107978,Sci-Fi
107978,Thriller
107977,Comedy
107983,Crime
107983,Thriller
105275,Action
105275,Drama
108000,Drama
108002,Drama
108026,Drama
105032,Drama
108052,Drama
108052,War
111094,Comedy
111094,Drama
108065,Drama
111102,Drama
108071,Children
108071,Drama
111127,Comedy
111127,Crime
111127,Horror
111143,Action
111143,Adventure
111143,Fantasy
111143,Mystery
108101,Drama
108101,Romance
108122,Drama
111194,Drama
111201,Drama
108149,Drama
108160,Comedy
108160,Drama
108160,Romance
108162,Thriller
83658,Action
83658,Sci-Fi
83658,Thriller
108186,Comedy
108186,Drama
108186,Romance
108174,Comedy
108174,Romance
108174,Thriller
108238,Action
108238,Crime
89256,Drama
108255,Action
108255,Adventure
108255,Children
108255,Comedy
108255,Fantasy
108255,Sci-Fi
111323,Action
111323,Adventure
111323,Thriller
111400,Action
111400,Mystery
111400,Thriller
108328,Drama
108328,Musical
111418,Comedy
111418,Romance
107688,Animation
107688,Children
107688,Fantasy
107688,Musical
108333,Action
108333,Adventure
108333,Comedy
108333,Romance
108358,Action
108358,Drama
108358,Western
111488,Crime
111488,Drama
111488,Thriller
108399,Crime
108399,Thriller
108515,Documentary
110763,Action
110763,Adventure
110763,Animation
110763,Children
110763,Fantasy
107779,Comedy
109226,Drama
110259,Drama
110259,Thriller
114906,Comedy
114906,Drama
107002,Drama
107002,Romance
109403,Comedy
104029,Drama
104029,Horror
110623,Comedy
110623,Romance
107315,Comedy
107315,Drama
106408,Comedy
106408,Drama
110363,Comedy
110363,Drama
107349,Comedy
107349,Drama
111709,Drama
111709,Romance
109828,Drama
107225,Drama
111252,Comedy
111252,Drama
110366,Children
110366,Comedy
106878,Comedy
109120,Adventure
109120,Children
109120,Drama
108059,Crime
108059,Thriller
110892,Drama
112651,Documentary
107642,Comedy
107642,Drama
109382,Comedy
109382,Drama
106678,Drama
106678,Romance
112572,Comedy
99785,Children
99785,Comedy
99653,Comedy
99653,Drama
99653,Fantasy
99653,Romance
99653,Thriller
103639,Adventure
103639,Animation
103639,Children
103639,Comedy
103639,Musical
103064,Action
103064,Sci-Fi
99348,Adventure
99348,Drama
99348,Western
114706,Action
114706,Drama
114706,Thriller
96895,Action
96895,Crime
96895,Thriller
102926,Crime
102926,Horror
102926,Thriller
29583,Animation
29583,Children
29583,Drama
29583,Fantasy
29583,Musical
101414,Animation
101414,Children
101414,Fantasy
101414,Musical
101414,Romance
101414,IMAX
32910,Animation
32910,Children
32910,Fantasy
32910,Musical
100405,Comedy
100405,Romance
110719,Comedy
110719,Fantasy
65214,Adventure
65214,Western
110395,Action
110395,Comedy
110395,Crime
111752,Drama
109934,Documentary
112606,Comedy
115978,Documentary
117247,Drama
117247,Romance
112625,Fantasy
112625,Horror
106537,Drama
116282,Comedy
116282,Crime
116282,Drama
116282,Thriller
116552,Adventure
116552,Children
82509,Action
82509,Adventure
82509,Animation
82509,Horror
82509,Sci-Fi
116514,Action
116514,Horror
116514,Sci-Fi
117283,Comedy
116684,Drama
116684,Romance
110374,Drama
110374,Thriller
70506,Comedy
70506,Drama
65421,Animation
65421,Children
113083,Comedy
113083,Drama
118001,Comedy
118001,Romance
116165,Comedy
102855,Drama
107471,Drama
113839,Romance
112712,Action
112712,Drama
112712,Thriller
90665,Drama
117891,Comedy
113613,Drama
113613,Thriller
117381,Crime
117381,Drama
117381,Mystery
117381,Thriller
114305,Drama
115837,Drama
115837,Romance
115509,Adventure
115509,Animation
115509,Children
115509,Fantasy
115509,Musical
115509,Romance
114671,Drama
114671,War
112844,Comedy
114658,Comedy
116275,Comedy
116275,Drama
113122,Drama
117608,Comedy
113448,Romance
116414,Comedy
116414,Drama
116095,Drama
116095,Thriller
111543,Adventure
111543,Children
111543,Comedy
117517,Drama
117312,Comedy
116485,Comedy
113947,Drama
115956,Action
115956,Crime
115956,Drama
115956,War
117060,Action
117060,Adventure
117060,Mystery
117060,Thriller
109028,Comedy
109028,Drama
117071,Drama
117788,Comedy
112257,Horror
112257,Mystery
112257,Thriller
116136,Action
116136,Adventure
116136,Fantasy
118026,Drama
118026,Romance
117117,Comedy
116168,Comedy
111787,Comedy
111787,Drama
112509,Drama
112509,Musical
54189,Crime
54189,Drama
54189,Thriller
115591,Drama
116683,Adventure
116683,Animation
116683,Children
116683,Fantasy
116683,Musical
116287,Thriller
116768,Comedy
116269,Comedy
114787,Comedy
114787,Drama
114787,War
113720,Drama
113720,Romance
113720,War
112536,Action
48473,Drama
52572,Drama
117128,Comedy
117128,Sci-Fi
114616,Drama
117705,Adventure
117705,Animation
117705,Children
117705,Comedy
117705,Fantasy
117705,Sci-Fi
62711,Adventure
62711,Comedy
62711,Sci-Fi
110061,Action
110061,Drama
110061,Thriller
140614,Comedy
140614,Horror
140614,Sci-Fi
108181,Drama
108181,Thriller
114307,Drama
58898,Drama
58898,Mystery
58898,Romance
58898,Sci-Fi
58898,Thriller
82206,Crime
111430,Documentary
111430,Drama
107727,Documentary
81759,Drama
113443,Drama
109491,Drama
109491,Romance
114048,Action
114048,Adventure
114048,Comedy
114048,War
111613,Drama
111613,Romance
117104,Comedy
117104,Romance
117688,Action
117688,Sci-Fi
117688,Thriller
109751,Drama
117774,Action
117774,Crime
117774,Drama
114736,Mystery
114736,Thriller
112604,Drama
112604,Thriller
116289,Drama
116289,Romance
109593,Drama
103095,Drama
112368,Comedy
104046,Drama
62952,Drama
115742,Drama
117420,Action
117420,Adventure
115951,Comedy
117784,Drama
117107,Crime
117107,Drama
117107,Thriller
117979,Comedy
117979,Romance
95776,Adventure
95776,Animation
95776,Children
95776,Comedy
95776,Musical
115851,Comedy
116322,Adventure
116322,Children
109374,Crime
109374,Drama
109374,Romance
109374,Thriller
110712,Drama
112817,Drama
112817,Mystery
112817,Western
113362,Drama
113362,Romance
73778,Crime
112546,Comedy
108500,Comedy
108500,Fantasy
108500,Sci-Fi
117108,Comedy
118114,Adventure
118114,Animation
118114,Comedy
114103,Drama
113270,Documentary
92123,Drama
115963,Drama
115963,Fantasy
115963,Horror
115963,Thriller
116448,Comedy
116827,Drama
114894,Documentary
112701,Comedy
113429,Drama
125877,Drama
116508,Crime
116508,Thriller
117260,Crime
117500,Action
117500,Adventure
117500,Thriller
116405,Comedy
109592,Horror
117998,Action
117998,Adventure
117998,Romance
117998,Thriller
115624,Action
115624,Sci-Fi
113145,Drama
116559,Comedy
113568,Animation
113568,Sci-Fi
117894,Horror
117894,Thriller
117723,Comedy
112586,Drama
112691,Animation
112691,Children
112691,Comedy
40366,Film-Noir
117768,Comedy
115571,Action
115571,Sci-Fi
115571,Thriller
31612,Drama
57012,Comedy
57012,War
103926,Comedy
103926,Horror
105737,Comedy
105737,Documentary
105737,Romance
113849,Comedy
113849,Drama
113849,Romance
113188,Adventure
113188,Children
42644,Children
42644,Drama
109381,Documentary
109688,Drama
104606,Drama
110480,Documentary
108211,Drama
108211,War
117331,Action
117331,Adventure
117765,Comedy
117765,Crime
116833,Comedy
116833,Drama
113280,Drama
113280,Romance
116669,Comedy
116669,Drama
116594,Drama
113211,Comedy
113211,Drama
114494,Drama
116992,Documentary
38426,Drama
94265,Comedy
94265,Drama
105201,Comedy
70820,Drama
84898,Drama
63715,Horror
63715,Mystery
109191,Comedy
109191,Drama
114122,War
117951,Comedy
117951,Crime
117951,Drama
118523,Drama
118523,Romance
116629,Action
116629,Adventure
116629,Sci-Fi
116629,Thriller
117737,Drama
116277,Drama
116277,Thriller
116583,Animation
116583,Children
116583,Drama
116583,Musical
116583,Romance
115798,Comedy
115798,Thriller
116778,Comedy
116213,Action
116213,Drama
116213,Thriller
113147,Documentary
117218,Comedy
117218,Fantasy
117218,Romance
117218,Sci-Fi
100990,Drama
111546,Drama
113610,Documentary
93199,Fantasy
106810,Drama
111180,Comedy
111180,Drama
111237,Drama
72362,Drama
103207,Comedy
116040,Action
116040,Adventure
116040,Drama
116040,Thriller
116365,Comedy
116365,Horror
116365,Thriller
116905,Drama
116905,Mystery
116905,Western
116493,Children
116493,Comedy
117333,Drama
117333,Romance
118113,Comedy
118113,Drama
118113,Romance
117628,Comedy
117628,Romance
117913,Drama
117913,Thriller
115530,Crime
115530,Drama
114266,Comedy
114266,Romance
115493,Adventure
115493,Children
116320,Action
116320,Adventure
116756,Children
116756,Comedy
116756,Fantasy
109356,Drama
116823,Comedy
112568,Drama
114170,Action
114170,Mystery
114170,Thriller
117999,Drama
118073,Comedy
108220,Comedy
108220,Drama
49521,Drama
112746,Drama
112746,Romance
104403,Drama
104403,Romance
104403,War
61495,Drama
110246,Drama
110246,Mystery
116164,Comedy
116164,Romance
112865,Drama
112716,Drama
115472,Adventure
115472,Children
116707,Comedy
116707,Fantasy
116707,Musical
116313,Comedy
114550,Drama
117438,Crime
117438,Thriller
116531,Comedy
117332,Comedy
116353,Drama
115857,Action
115857,Adventure
115857,Thriller
117008,Children
117008,Comedy
117008,Fantasy
116191,Comedy
116191,Drama
116191,Romance
115986,Action
115986,Thriller
116571,Children
116571,Comedy
53459,Horror
117826,Comedy
117826,Horror
113695,Drama
108227,Drama
111424,Drama
113080,Drama
115680,Comedy
115680,Drama
117718,Drama
116225,Action
116225,Adventure
116225,Sci-Fi
116225,Thriller
112767,Crime
112767,Drama
115632,Drama
117918,Comedy
117918,Drama
117918,Romance
104109,Drama
51980,Drama
100840,Drama
107575,Comedy
42054,Drama
68646,Crime
68646,Drama
116536,Documentary
109255,Comedy
104558,Action
104558,Comedy
104558,Crime
104558,Thriller
116985,Drama
114936,Comedy
114936,Drama
114474,Drama
115736,Crime
115736,Drama
115736,Romance
115736,Thriller
115836,Comedy
115836,Crime
101692,Comedy
116745,Crime
116745,Drama
116745,Musical
116745,Thriller
119214,Comedy
116934,Comedy
109066,Drama
75169,Drama
113542,Crime
113542,Drama
110693,Action
110693,Crime
110693,Drama
106544,Action
106544,Comedy
106544,Crime
106544,Thriller
116418,Comedy
116418,Drama
112607,Drama
120004,Horror
120004,Thriller
116654,Sci-Fi
116654,Thriller
116311,Children
116311,Comedy
117965,Drama
117965,Thriller
114592,Drama
115725,Children
115725,Drama
115725,Fantasy
115783,Action
115783,Comedy
115783,Crime
120271,Drama
113596,Adventure
113596,Animation
113596,Children
113596,Musical
109001,Drama
109001,Romance
94822,Thriller
113253,Horror
113253,Thriller
117991,Comedy
117991,Drama
117991,Romance
117093,Drama
24252,Romance
105729,Drama
111019,Drama
35896,Adventure
35896,Drama
35896,Romance
35896,War
32904,Comedy
32904,Drama
32904,Romance
45152,Comedy
45152,Musical
45152,Romance
43278,Musical
43278,Romance
50419,Comedy
50419,Musical
54698,Drama
54698,Romance
52357,Drama
52357,Mystery
52357,Romance
52357,Thriller
47396,Mystery
47396,Thriller
25316,Comedy
25316,Romance
36855,Drama
36855,Thriller
25164,Comedy
25164,Musical
25164,Romance
53125,Action
53125,Adventure
53125,Mystery
53125,Romance
53125,Thriller
53604,Comedy
53604,Drama
53604,Romance
53291,Comedy
53291,Crime
56923,Comedy
56923,Crime
56923,Mystery
56923,Romance
56923,Thriller
34583,Drama
34583,Romance
33870,Film-Noir
33870,Mystery
58385,Comedy
58385,Drama
58385,Musical
58385,Romance
47437,Comedy
47437,Romance
46250,Comedy
46250,Drama
46250,Romance
31580,Children
31580,Drama
37059,Musical
32138,Adventure
32138,Children
32138,Fantasy
32138,Musical
31381,Drama
31381,Romance
31381,War
84370,Comedy
43014,Drama
43014,Film-Noir
43014,Romance
33467,Drama
33467,Mystery
62622,Adventure
62622,Drama
62622,Sci-Fi
39428,Adventure
39428,Romance
39428,War
42192,Drama
32143,Comedy
32976,Drama
32976,Mystery
32976,Romance
32976,Thriller
32484,Drama
32484,Film-Noir
32484,Mystery
32484,Thriller
38787,Film-Noir
38787,Romance
38787,Thriller
38109,Mystery
38109,Romance
38109,Thriller
50105,Drama
50105,Romance
48728,Crime
48728,Mystery
48728,Romance
48728,Thriller
42451,Comedy
45537,Comedy
45537,Musical
31725,Comedy
31725,Romance
50658,Comedy
50658,Romance
51658,Musical
52126,Comedy
52126,Drama
29843,Action
29843,Adventure
29843,Romance
32762,Adventure
37008,Crime
